source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,minus_log10_p,GeneRatio,FoldEnrichment
KEGG,KEGG:01524,Platinum drug resistance,6.693760100350545e-07,True,Platinum drug resistance,74,156,11,8716,0.07051282051282051,0.14864864864864866,query_1,['KEGG:00000'],6.1743298565078115,0.07051282051282051,0.14864864864864866
GO:BP,GO:0003015,heart process,6.701850431562746e-07,True,"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]",251,188,14,20972,0.07446808510638298,0.055776892430278883,query_1,['GO:0003013'],6.173805268752582,0.07446808510638298,0.055776892430278883
GO:BP,GO:0031399,regulation of protein modification process,6.759440072643219e-07,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",748,188,24,20972,0.1276595744680851,0.03208556149732621,query_1,"['GO:0036211', 'GO:0051246']",6.170089277938961,0.1276595744680851,0.03208556149732621
GO:CC,GO:0030139,endocytic vesicle,7.191117023550723e-07,True,"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]",355,187,16,22155,0.0855614973262032,0.04507042253521127,query_1,['GO:0031410'],6.1432036437638855,0.0855614973262032,0.04507042253521127
GO:CC,GO:0045178,basal part of cell,7.191117023550723e-07,True,"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]",309,187,15,22155,0.08021390374331551,0.04854368932038835,query_1,['GO:0110165'],6.1432036437638855,0.08021390374331551,0.04854368932038835
GO:BP,GO:0070228,regulation of lymphocyte apoptotic process,7.195767966743111e-07,True,"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]",61,188,8,20972,0.0425531914893617,0.13114754098360656,query_1,"['GO:0070227', 'GO:2000106']",6.142922849271426,0.0425531914893617,0.13114754098360656
GO:BP,GO:0071478,cellular response to radiation,7.195767966743111e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]",177,188,12,20972,0.06382978723404255,0.06779661016949153,query_1,"['GO:0009314', 'GO:0071214']",6.142922849271426,0.06382978723404255,0.06779661016949153
GO:BP,GO:0042542,response to hydrogen peroxide,7.198534302963688e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]",85,188,9,20972,0.047872340425531915,0.10588235294117647,query_1,['GO:0000302'],6.142755921476251,0.047872340425531915,0.10588235294117647
GO:BP,GO:0048863,stem cell differentiation,7.32753892638486e-07,True,"""The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [CL:0000034, GOC:isa_complete]",253,188,14,20972,0.07446808510638298,0.05533596837944664,query_1,['GO:0030154'],6.1350418657630525,0.07446808510638298,0.05533596837944664
GO:BP,GO:0070201,regulation of establishment of protein localization,7.354518287934084e-07,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]",481,188,19,20972,0.10106382978723404,0.0395010395010395,query_1,"['GO:0032880', 'GO:0045184']",6.1334457677689835,0.10106382978723404,0.0395010395010395
GO:BP,GO:0051384,response to glucocorticoid,7.459105930239171e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."" [GOC:ai, PMID:9884123]",113,188,10,20972,0.05319148936170213,0.08849557522123894,query_1,['GO:0031960'],6.127313225185961,0.05319148936170213,0.08849557522123894
GO:BP,GO:0062013,positive regulation of small molecule metabolic process,7.509823807164906e-07,True,"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]",144,188,11,20972,0.05851063829787234,0.0763888888888889,query_1,"['GO:0009893', 'GO:0044281', 'GO:0062012']",6.124370252140127,0.05851063829787234,0.0763888888888889
GO:BP,GO:1903169,regulation of calcium ion transmembrane transport,7.509823807164906e-07,True,"""Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24125847]",144,188,11,20972,0.05851063829787234,0.0763888888888889,query_1,"['GO:0051924', 'GO:0070588', 'GO:1904062']",6.124370252140127,0.05851063829787234,0.0763888888888889
GO:BP,GO:1903829,positive regulation of protein localization,7.67074354744602e-07,True,"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",433,188,18,20972,0.09574468085106383,0.04157043879907621,query_1,"['GO:0008104', 'GO:0032880', 'GO:0048518']",6.115162536585358,0.09574468085106383,0.04157043879907621
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,7.680600357039219e-07,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",641,188,22,20972,0.11702127659574468,0.0343213728549142,query_1,['GO:0007167'],6.114604831848834,0.11702127659574468,0.0343213728549142
GO:BP,GO:0016485,protein processing,7.680785853762382e-07,True,"""Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."" [GOC:curators, GOC:jl, GOC:jsg]",215,188,13,20972,0.06914893617021277,0.06046511627906977,query_1,"['GO:0006508', 'GO:0051604']",6.114594343185614,0.06914893617021277,0.06046511627906977
KEGG,KEGG:05020,Prion disease,7.696036383074584e-07,True,Prion disease,274,156,20,8716,0.1282051282051282,0.072992700729927,query_1,['KEGG:00000'],6.113732887834695,0.1282051282051282,0.072992700729927
GO:BP,GO:0045785,positive regulation of cell adhesion,7.747239701021208e-07,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",483,188,19,20972,0.10106382978723404,0.039337474120082816,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']",6.110853006674253,0.10106382978723404,0.039337474120082816
GO:BP,GO:0038127,ERBB signaling pathway,7.980550212406256e-07,True,"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]",179,188,12,20972,0.06382978723404255,0.0670391061452514,query_1,['GO:0007169'],6.0979671655447,0.06382978723404255,0.0670391061452514
GO:BP,GO:0060255,regulation of macromolecule metabolic process,8.056339104294492e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6392,188,92,20972,0.48936170212765956,0.014392991239048811,query_1,"['GO:0019222', 'GO:0043170']",6.093862261915163,0.48936170212765956,0.014392991239048811
GO:BP,GO:0009790,embryo development,8.200859421780822e-07,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1126,188,30,20972,0.1595744680851064,0.02664298401420959,query_1,['GO:0007275'],6.086140632667611,0.1595744680851064,0.02664298401420959
GO:BP,GO:0006941,striated muscle contraction,8.967744114724161e-07,True,"""A process in which force is generated within striated muscle tissue, resulting in the shortening of the muscle. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. Striated muscle is a type of muscle in which the repeating units (sarcomeres) of the contractile myofibrils are arranged in registry throughout the cell, resulting in transverse or oblique striations observable at the level of the light microscope."" [GOC:jl, GOC:mtg_muscle, ISBN:0198506732]",181,188,12,20972,0.06382978723404255,0.06629834254143646,query_1,['GO:0006936'],6.047316792378824,0.06382978723404255,0.06629834254143646
GO:BP,GO:1904062,regulation of monoatomic cation transmembrane transport,9.117945546238944e-07,True,"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]",258,188,14,20972,0.07446808510638298,0.05426356589147287,query_1,"['GO:0034765', 'GO:0098655']",6.0401030057991765,0.07446808510638298,0.05426356589147287
GO:BP,GO:1903707,negative regulation of hemopoiesis,9.368939938252752e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]",116,188,10,20972,0.05319148936170213,0.08620689655172414,query_1,"['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']",6.028309545186014,0.05319148936170213,0.08620689655172414
GO:BP,GO:0048608,reproductive structure development,9.917356573139939e-07,True,"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]",302,188,15,20972,0.0797872340425532,0.04966887417218543,query_1,"['GO:0003006', 'GO:0048856', 'GO:0061458']",6.003604071664934,0.0797872340425532,0.04966887417218543
GO:BP,GO:0019098,reproductive behavior,1.0076280591923912e-06,True,"""The specific behavior of an organism that is associated with reproduction."" [GOC:jl, GOC:pr]",43,188,7,20972,0.03723404255319149,0.16279069767441862,query_1,"['GO:0007610', 'GO:0048609']",5.99669974730458,0.03723404255319149,0.16279069767441862
GO:BP,GO:1904064,positive regulation of cation transmembrane transport,1.0111214200348934e-06,True,"""Any process that activates or increases the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]",117,188,10,20972,0.05319148936170213,0.08547008547008547,query_1,"['GO:0034767', 'GO:0098655', 'GO:1904062']",5.995196689231087,0.05319148936170213,0.08547008547008547
GO:BP,GO:0060134,prepulse inhibition,1.0125970975716395e-06,True,"""The process in which a startle magnitude is reduced when the startling stimulus is preceded by a low-intensity prepulse."" [GOC:dph, PMID:10341260]",14,188,5,20972,0.026595744680851064,0.35714285714285715,query_1,"['GO:0001964', 'GO:0032102']",5.994563321774803,0.026595744680851064,0.35714285714285715
GO:BP,GO:0019229,regulation of vasoconstriction,1.017073048133953e-06,True,"""Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels."" [GOC:jl]",64,188,8,20972,0.0425531914893617,0.125,query_1,"['GO:0042310', 'GO:0097746', 'GO:1903522']",5.992647854095733,0.0425531914893617,0.125
GO:BP,GO:0031175,neuron projection development,1.0231384761312448e-06,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1010,188,28,20972,0.14893617021276595,0.027722772277227723,query_1,"['GO:0048666', 'GO:0120036']",5.990065582954777,0.14893617021276595,0.027722772277227723
GO:BP,GO:0048167,regulation of synaptic plasticity,1.032896391615713e-06,True,"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]",221,188,13,20972,0.06914893617021277,0.058823529411764705,query_1,"['GO:0050804', 'GO:0065008']",5.98594323976428,0.06914893617021277,0.058823529411764705
KEGG,KEGG:04725,Cholinergic synapse,1.0885198648360102e-06,True,Cholinergic synapse,115,156,13,8716,0.08333333333333333,0.11304347826086956,query_1,['KEGG:00000'],5.963163640936215,0.08333333333333333,0.11304347826086956
KEGG,KEGG:01522,Endocrine resistance,1.0885198648360102e-06,True,Endocrine resistance,96,156,12,8716,0.07692307692307693,0.125,query_1,['KEGG:00000'],5.963163640936215,0.07692307692307693,0.125
WP,WP:WP3646,Hepatitis C and hepatocellular carcinoma,1.1179242854443815e-06,True,Hepatitis C and hepatocellular carcinoma,56,169,10,8899,0.05917159763313609,0.17857142857142858,query_1,['WP:000000'],5.951587609264628,0.05917159763313609,0.17857142857142858
WP,WP:WP2374,Oncostatin M signaling,1.1179242854443815e-06,True,Oncostatin M signaling,56,169,10,8899,0.05917159763313609,0.17857142857142858,query_1,['WP:000000'],5.951587609264628,0.05917159763313609,0.17857142857142858
GO:BP,GO:0061458,reproductive system development,1.1599409957273593e-06,True,"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]",306,188,15,20972,0.0797872340425532,0.049019607843137254,query_1,['GO:0048731'],5.935564102050463,0.0797872340425532,0.049019607843137254
GO:BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,1.1599409957273593e-06,True,"""An intracellular signaling cassette that starts with phosphatidylinositol 3-kinase (PI3K) activation, production of phosphatidylinositol 3-phosphate (PI3P), activation of PDK1, which recruits and ending with the activation of protein kinase B (PKB, also known as Akt). PI3K is activated by cell surface receptors. Note that PTEN is an inhibitor of the pathway."" [PMID:20517722, PMID:22952397]",306,188,15,20972,0.0797872340425532,0.049019607843137254,query_1,['GO:0141124'],5.935564102050463,0.0797872340425532,0.049019607843137254
WP,WP:WP5198,Inflammatory bowel disease signaling,1.1740876210879432e-06,True,Inflammatory bowel disease signaling,43,169,9,8899,0.05325443786982249,0.20930232558139536,query_1,['WP:000000'],5.930299490878001,0.05325443786982249,0.20930232558139536
GO:BP,GO:0009411,response to UV,1.17840395997321e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]",151,188,11,20972,0.05851063829787234,0.0728476821192053,query_1,['GO:0009416'],5.928705806736009,0.05851063829787234,0.0728476821192053
KEGG,KEGG:01521,EGFR tyrosine kinase inhibitor resistance,1.2600638603050638e-06,True,EGFR tyrosine kinase inhibitor resistance,80,156,11,8716,0.07051282051282051,0.1375,query_1,['KEGG:00000'],5.899607444187752,0.07051282051282051,0.1375
KEGG,KEGG:04915,Estrogen signaling pathway,1.2600638603050638e-06,True,Estrogen signaling pathway,138,156,14,8716,0.08974358974358974,0.10144927536231885,query_1,['KEGG:00000'],5.899607444187752,0.08974358974358974,0.10144927536231885
KEGG,KEGG:04061,Viral protein interaction with cytokine and cytokine receptor,1.2600638603050638e-06,True,Viral protein interaction with cytokine and cytokine receptor,98,156,12,8716,0.07692307692307693,0.12244897959183673,query_1,['KEGG:00000'],5.899607444187752,0.07692307692307693,0.12244897959183673
WP,WP:WP5124,Alzheimer 39 s disease,1.266396444214144e-06,True,Alzheimer 39 s disease,260,169,20,8899,0.11834319526627218,0.07692307692307693,query_1,['WP:000000'],5.8974303175553215,0.11834319526627218,0.07692307692307693
GO:BP,GO:2000630,positive regulation of miRNA metabolic process,1.2860608653692277e-06,True,"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",66,188,8,20972,0.0425531914893617,0.12121212121212122,query_1,"['GO:0010586', 'GO:0051254', 'GO:2000628']",5.890738477081722,0.0425531914893617,0.12121212121212122
GO:BP,GO:0090257,regulation of muscle system process,1.3278743270251717e-06,True,"""Any process that modulates the frequency, rate or extent of a muscle system process, a multicellular organismal process carried out by any of the organs or tissues in a muscle system."" [GOC:dph, GOC:tb]",226,188,13,20972,0.06914893617021277,0.05752212389380531,query_1,"['GO:0003012', 'GO:0044057']",5.876843025617213,0.06914893617021277,0.05752212389380531
KEGG,KEGG:05144,Malaria,1.3289687740332652e-06,True,Malaria,49,156,9,8716,0.057692307692307696,0.1836734693877551,query_1,['KEGG:00000'],5.876485223289295,0.057692307692307696,0.1836734693877551
GO:CC,GO:0005768,endosome,1.3348131947177064e-06,True,"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]",1079,187,28,22155,0.1497326203208556,0.025949953660797033,query_1,"['GO:0012505', 'GO:0031410']",5.8745795089660255,0.1497326203208556,0.025949953660797033
GO:BP,GO:0009894,regulation of catabolic process,1.3393278245729974e-06,True,"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",1024,188,28,20972,0.14893617021276595,0.02734375,query_1,"['GO:0009056', 'GO:0019222']",5.873113108591008,0.14893617021276595,0.02734375
GO:BP,GO:1905952,regulation of lipid localization,1.3393278245729974e-06,True,"""Any process that modulates the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]",153,188,11,20972,0.05851063829787234,0.0718954248366013,query_1,"['GO:0010876', 'GO:0032879']",5.873113108591008,0.05851063829787234,0.0718954248366013
GO:BP,GO:0001656,metanephros development,1.363797466250957e-06,True,"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]",92,188,9,20972,0.047872340425531915,0.09782608695652174,query_1,['GO:0001822'],5.865250120750346,0.047872340425531915,0.09782608695652174
WP,WP:WP727,Monoamine transport and regulation,1.3677385222437947e-06,True,Monoamine transport and regulation,32,169,8,8899,0.047337278106508875,0.25,query_1,['WP:000000'],5.863996921037497,0.047337278106508875,0.25
WP,WP:WP5548,Blood based neuroinflammation markers ,1.3828722340448345e-06,True,Blood based neuroinflammation markers ,22,169,7,8899,0.04142011834319527,0.3181818181818182,query_1,['WP:000000'],5.859217943254784,0.04142011834319527,0.3181818181818182
GO:CC,GO:0043197,dendritic spine,1.4135666377503148e-06,True,"""A small, membranous protrusion from a dendrite that forms a postsynaptic compartment, typically receiving input from a single presynapse. They function as partially isolated biochemical and an electrical compartments. Spine morphology is variable:they can be thin, stubby, mushroom, or branched, with a continuum of intermediate morphologies. They typically terminate in a bulb shape, linked to the dendritic shaft by a restriction. Spine remodeling is though to be involved in synaptic plasticity."" [GOC:nln]",161,187,11,22155,0.058823529411764705,0.06832298136645963,query_1,"['GO:0030425', 'GO:0044309', 'GO:0098794']",5.849683713368243,0.058823529411764705,0.06832298136645963
GO:BP,GO:0001935,endothelial cell proliferation,1.4250584184118736e-06,True,"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]",154,188,11,20972,0.05851063829787234,0.07142857142857142,query_1,['GO:0050673'],5.846167331954495,0.05851063829787234,0.07142857142857142
GO:BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,1.4341829052379831e-06,True,"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with withdrawal of a ligand from a cell surface receptor, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, PMID:15044679, PMID:20816705]",67,188,8,20972,0.0425531914893617,0.11940298507462686,query_1,"['GO:0038034', 'GO:0097191']",5.843395458382243,0.0425531914893617,0.11940298507462686
GO:BP,GO:0001932,regulation of protein phosphorylation,1.437145480384031e-06,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",504,188,19,20972,0.10106382978723404,0.037698412698412696,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']",5.842499266570005,0.10106382978723404,0.037698412698412696
GO:BP,GO:0001963,"synaptic transmission, dopaminergic",1.4628772914735508e-06,True,"""The vesicular release of dopamine. from a presynapse, across a chemical synapse, the subsequent activation of dopamine receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:dos, GOC:dph]",28,188,6,20972,0.031914893617021274,0.21428571428571427,query_1,['GO:0007268'],5.834792101674383,0.031914893617021274,0.21428571428571427
GO:BP,GO:0031281,positive regulation of cyclase activity,1.4628772914735508e-06,True,"""Any process that activates or increases the activity of a cyclase."" [GOC:mah]",28,188,6,20972,0.031914893617021274,0.21428571428571427,query_1,['GO:0043085'],5.834792101674383,0.031914893617021274,0.21428571428571427
GO:BP,GO:0051385,response to mineralocorticoid,1.4628772914735508e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mineralocorticoid stimulus. Mineralocorticoids are hormonal C21 corticosteroids synthesized from cholesterol and characterized by their similarity to aldosterone. Mineralocorticoids act primarily on water and electrolyte balance."" [GOC:ai, PMID:9884123]",28,188,6,20972,0.031914893617021274,0.21428571428571427,query_1,['GO:0031960'],5.834792101674383,0.031914893617021274,0.21428571428571427
GO:BP,GO:0048729,tissue morphogenesis,1.4762078006997776e-06,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",612,188,21,20972,0.11170212765957446,0.03431372549019608,query_1,"['GO:0009653', 'GO:0009888']",5.830852504067793,0.11170212765957446,0.03431372549019608
KEGG,KEGG:04660,T cell receptor signaling pathway,1.4850787637180632e-06,True,T cell receptor signaling pathway,120,156,13,8716,0.08333333333333333,0.10833333333333334,query_1,['KEGG:00000'],5.828250512177739,0.08333333333333333,0.10833333333333334
KEGG,KEGG:04929,GnRH secretion,1.4850787637180632e-06,True,GnRH secretion,65,156,10,8716,0.0641025641025641,0.15384615384615385,query_1,['KEGG:00000'],5.828250512177739,0.0641025641025641,0.15384615384615385
GO:BP,GO:0007612,learning,1.5037001414104235e-06,True,"""Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience."" [ISBN:0582227089, ISBN:0721662544]",155,188,11,20972,0.05851063829787234,0.07096774193548387,query_1,['GO:0007611'],5.822838759432186,0.05851063829787234,0.07096774193548387
KEGG,KEGG:04015,Rap1 signaling pathway,1.5607199682739808e-06,True,Rap1 signaling pathway,212,156,17,8716,0.10897435897435898,0.08018867924528301,query_1,['KEGG:00000'],5.806675013108751,0.10897435897435898,0.08018867924528301
GO:BP,GO:1905521,regulation of macrophage migration,1.5741980011297622e-06,True,"""Any process that modulates the frequency, rate or extent of macrophage migration."" [GO_REF:0000058, GOC:TermGenie, PMID:25749876]",46,188,7,20972,0.03723404255319149,0.15217391304347827,query_1,"['GO:0071675', 'GO:1905517']",5.802940643393778,0.03723404255319149,0.15217391304347827
GO:BP,GO:0030225,macrophage differentiation,1.5908714994424927e-06,True,"""The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage."" [GOC:add, ISBN:0781735149]",68,188,8,20972,0.0425531914893617,0.11764705882352941,query_1,"['GO:0002573', 'GO:1903131']",5.798364898503549,0.0425531914893617,0.11764705882352941
WP,WP:WP5356,Affected pathways in Duchenne muscular dystrophy,1.5950873237536351e-06,True,Affected pathways in Duchenne muscular dystrophy,74,169,11,8899,0.0650887573964497,0.14864864864864866,query_1,['WP:000000'],5.79721553631449,0.0650887573964497,0.14864864864864866
WP,WP:WP2059,Alzheimer 39 s disease and miRNA effects,1.5970896594734647e-06,True,Alzheimer 39 s disease and miRNA effects,265,169,20,8899,0.11834319526627218,0.07547169811320754,query_1,['WP:000000'],5.796670702194915,0.11834319526627218,0.07547169811320754
GO:BP,GO:0021537,telencephalon development,1.6649391684705263e-06,True,"""The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",272,188,14,20972,0.07446808510638298,0.051470588235294115,query_1,"['GO:0030900', 'GO:0048856']",5.778601629593217,0.07446808510638298,0.051470588235294115
GO:CC,GO:0044309,neuron spine,1.6706653793893303e-06,True,"""A small membranous protrusion, often ending in a bulbous head and attached to the neuron by a narrow stalk or neck."" [ISBN:0198504888, NIF_Subcellular:sao1145756102]",164,187,11,22155,0.058823529411764705,0.06707317073170732,query_1,['GO:0043005'],5.77711052702903,0.058823529411764705,0.06707317073170732
REAC,REAC:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),1.7457725332981252e-06,True,Class A/1 (Rhodopsin-like receptors),328,163,21,11056,0.12883435582822086,0.06402439024390244,query_1,['REAC:R-HSA-500792'],5.758012343659635,0.12883435582822086,0.06402439024390244
GO:BP,GO:0014013,regulation of gliogenesis,1.76543988446267e-06,True,"""Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]",95,188,9,20972,0.047872340425531915,0.09473684210526316,query_1,"['GO:0042063', 'GO:0050767']",5.753147066144292,0.047872340425531915,0.09473684210526316
GO:BP,GO:0038034,signal transduction in absence of ligand,1.776665510043494e-06,True,"""The series of molecular signals initiated by the absence of a ligand or the withdrawal of a ligand from a receptor."" [GOC:al, GOC:ppm, GOC:pr, PMID:15044679]",69,188,8,20972,0.0425531914893617,0.11594202898550725,query_1,['GO:0007165'],5.75039432842211,0.0425531914893617,0.11594202898550725
GO:BP,GO:0002696,positive regulation of leukocyte activation,1.7872899803763171e-06,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]",363,188,16,20972,0.0851063829787234,0.0440771349862259,query_1,"['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']",5.747804979301645,0.0851063829787234,0.0440771349862259
GO:BP,GO:0006833,water transport,1.7996724146821321e-06,True,"""The directed movement of water (H2O) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",29,188,6,20972,0.031914893617021274,0.20689655172413793,query_1,['GO:0042044'],5.744806540142986,0.031914893617021274,0.20689655172413793
GO:BP,GO:2000108,positive regulation of leukocyte apoptotic process,1.7996724146821321e-06,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]",29,188,6,20972,0.031914893617021274,0.20689655172413793,query_1,"['GO:0043065', 'GO:0071887', 'GO:2000106']",5.744806540142986,0.031914893617021274,0.20689655172413793
WP,WP:WP712,Estrogen signaling,1.8434055331467062e-06,True,Estrogen signaling,23,169,7,8899,0.04142011834319527,0.30434782608695654,query_1,['WP:000000'],5.734379113270399,0.04142011834319527,0.30434782608695654
